match_type,confidence_score,bank_transaction_id,ledger_transaction_id,account_id,currency,amount_bank,amount_internal,transaction_date_bank,transaction_date_internal,reference_id_bank,reference_id_internal,raw_reference_bank,raw_reference_internal,normalized_reference,counterparty_bank,counterparty_internal,description_bank,description_internal
Exact Match,1.0,BK-S000585-B1,LD-S000585-L1,ACC1001,CAD,12356.46,12356.46,2026-03-05,2026-03-05,REF000585,REF000585,REF000585,REF000585,REF000585,Bluewater Holdings,Bluewater Holdings,Wire In - Bluewater Holdings,Wire In - Bluewater Holdings
Potential Timing Difference,0.95,BK-S000251-B1,LD-S000251-L1,ACC1002,CAD,9502.89,9502.89,2026-04-04,2026-04-06,REF000251,REF000251,REF000251,REF000251,REF000251,North Ridge Treasury,North Ridge Treasury,Interest - North Ridge Treasury,Interest - North Ridge Treasury
Potential Timing Difference,0.95,BK-S000252-B1,LD-S000252-L1,ACC2001,USD,24349.86,24349.86,2026-03-20,2026-03-21,REF000252,REF000252,REF000252,REF000252,REF000252,North Ridge Treasury,North Ridge Treasury,Deposit - North Ridge Treasury,Deposit - North Ridge Treasury
Potential Timing Difference,0.95,BK-S000253-B1,LD-S000253-L1,ACC2002,USD,23408.81,23408.81,2026-03-31,2026-04-01,REF000253,REF000253,REF000253,REF000253,REF000253,North Ridge Treasury,North Ridge Treasury,Fee - North Ridge Treasury,Fee - North Ridge Treasury
Potential Timing Difference,0.95,BK-S000254-B1,LD-S000254-L1,ACC3001,CAD,23910.61,23910.61,2026-03-26,2026-03-27,REF000254,REF000254,REF000254,REF000254,REF000254,Evergreen Custody,Evergreen Custody,Interest - Evergreen Custody,Interest - Evergreen Custody
Potential Timing Difference,0.95,BK-S000255-B1,LD-S000255-L1,ACC1001,CAD,18936.12,18936.12,2026-03-29,2026-03-31,REF000255,REF000255,REF000255,REF000255,REF000255,Lakeview Partners,Lakeview Partners,Fee - Lakeview Partners,Fee - Lakeview Partners
Potential Timing Difference,0.95,BK-S000256-B1,LD-S000256-L1,ACC2001,USD,15083.93,15083.93,2026-03-07,2026-03-08,REF000256,REF000256,REF000256,REF000256,REF000256,Lakeview Partners,Lakeview Partners,Wire Out - Lakeview Partners,Wire Out - Lakeview Partners
Potential Timing Difference,0.95,BK-S000257-B1,LD-S000257-L1,ACC1001,CAD,12337.69,12337.69,2026-03-27,2026-03-28,REF000257,REF000257,REF000257,REF000257,REF000257,Evergreen Custody,Evergreen Custody,Wire In - Evergreen Custody,Wire In - Evergreen Custody
Potential Timing Difference,0.95,BK-S000258-B1,LD-S000258-L1,ACC2002,USD,24133.94,24133.94,2026-04-11,2026-04-12,REF000258,REF000258,REF000258,REF000258,REF000258,Pinebridge Vendor Services,Pinebridge Vendor Services,Interest - Pinebridge Vendor Services,Interest - Pinebridge Vendor Services
Potential Timing Difference,0.95,BK-S000259-B1,LD-S000259-L1,ACC3001,CAD,21407.99,21407.99,2026-04-04,2026-04-06,REF000259,REF000259,REF000259,REF000259,REF000259,Bluewater Holdings,Bluewater Holdings,Wire Out - Bluewater Holdings,Wire Out - Bluewater Holdings
Potential Timing Difference,0.95,BK-S000260-B1,LD-S000260-L1,ACC1001,CAD,18976.08,18976.08,2026-04-01,2026-04-02,REF000260,REF000260,REF000260,REF000260,REF000260,North Ridge Treasury,North Ridge Treasury,Interest - North Ridge Treasury,Interest - North Ridge Treasury
Potential Timing Difference,0.95,BK-S000261-B1,LD-S000261-L1,ACC3001,CAD,24738.39,24738.39,2026-03-22,2026-03-24,REF000261,REF000261,REF000261,REF000261,REF000261,Summit Client Account,Summit Client Account,Wire In - Summit Client Account,Wire In - Summit Client Account
Potential Timing Difference,0.95,BK-S000262-B1,LD-S000262-L1,ACC1001,CAD,16558.85,16558.85,2026-03-11,2026-03-13,REF000262,REF000262,REF000262,REF000262,REF000262,Evergreen Custody,Evergreen Custody,Fee - Evergreen Custody,Fee - Evergreen Custody
Potential Timing Difference,0.95,BK-S000263-B1,LD-S000263-L1,ACC3001,CAD,21547.52,21547.52,2026-03-13,2026-03-15,REF000263,REF000263,REF000263,REF000263,REF000263,RBC Banking Services,RBC Banking Services,Withdrawal - RBC Banking Services,Withdrawal - RBC Banking Services
Potential Timing Difference,0.95,BK-S000264-B1,LD-S000264-L1,ACC1001,CAD,23459.81,23459.81,2026-03-09,2026-03-11,REF000264,REF000264,REF000264,REF000264,REF000264,Bluewater Holdings,Bluewater Holdings,Wire Out - Bluewater Holdings,Wire Out - Bluewater Holdings
Potential Timing Difference,0.95,BK-S000265-B1,LD-S000265-L1,ACC2001,USD,14749.06,14749.06,2026-03-20,2026-03-22,REF000265,REF000265,REF000265,REF000265,REF000265,North Ridge Treasury,North Ridge Treasury,Fee - North Ridge Treasury,Fee - North Ridge Treasury
Potential Timing Difference,0.95,BK-S000266-B1,LD-S000266-L1,ACC1001,CAD,4833.2,4833.2,2026-03-08,2026-03-09,REF000266,REF000266,REF000266,REF000266,REF000266,North Ridge Treasury,North Ridge Treasury,Withdrawal - North Ridge Treasury,Withdrawal - North Ridge Treasury
Potential Timing Difference,0.95,BK-S000267-B1,LD-S000267-L1,ACC2001,USD,4205.65,4205.65,2026-03-15,2026-03-17,REF000267,REF000267,REF000267,REF000267,REF000267,Evergreen Custody,Evergreen Custody,Deposit - Evergreen Custody,Deposit - Evergreen Custody
Potential Timing Difference,0.95,BK-S000268-B1,LD-S000268-L1,ACC3001,CAD,20814.48,20814.48,2026-04-04,2026-04-05,REF000268,REF000268,REF000268,REF000268,REF000268,Lakeview Partners,Lakeview Partners,Interest - Lakeview Partners,Interest - Lakeview Partners
Potential Timing Difference,0.95,BK-S000269-B1,LD-S000269-L1,ACC3001,CAD,557.75,557.75,2026-03-24,2026-03-25,REF000269,REF000269,REF000269,REF000269,REF000269,Bluewater Holdings,Bluewater Holdings,Withdrawal - Bluewater Holdings,Withdrawal - Bluewater Holdings
Potential Timing Difference,0.95,BK-S000270-B1,LD-S000270-L1,ACC1002,CAD,11604.17,11604.17,2026-03-21,2026-03-23,REF000270,REF000270,REF000270,REF000270,REF000270,Lakeview Partners,Lakeview Partners,Wire Out - Lakeview Partners,Wire Out - Lakeview Partners
Potential Timing Difference,0.95,BK-S000271-B1,LD-S000271-L1,ACC2002,USD,423.88,423.88,2026-03-30,2026-04-01,REF000271,REF000271,REF000271,REF000271,REF000271,Bluewater Holdings,Bluewater Holdings,Wire In - Bluewater Holdings,Wire In - Bluewater Holdings
Potential Timing Difference,0.95,BK-S000272-B1,LD-S000272-L1,ACC1001,CAD,18899.31,18899.31,2026-03-17,2026-03-19,REF000272,REF000272,REF000272,REF000272,REF000272,Cedar Prime LP,Cedar Prime LP,Interest - Cedar Prime LP,Interest - Cedar Prime LP
Potential Timing Difference,0.95,BK-S000273-B1,LD-S000273-L1,ACC1001,CAD,2656.46,2656.46,2026-03-04,2026-03-06,REF000273,REF000273,REF000273,REF000273,REF000273,Summit Client Account,Summit Client Account,Deposit - Summit Client Account,Deposit - Summit Client Account
Potential Timing Difference,0.95,BK-S000274-B1,LD-S000274-L1,ACC1002,CAD,9987.06,9987.06,2026-04-11,2026-04-13,REF000274,REF000274,REF000274,REF000274,REF000274,RBC Banking Services,RBC Banking Services,Withdrawal - RBC Banking Services,Withdrawal - RBC Banking Services
Potential Timing Difference,0.95,BK-S000275-B1,LD-S000275-L1,ACC3001,CAD,3847.2,3847.2,2026-04-11,2026-04-12,REF000275,REF000275,REF000275,REF000275,REF000275,RBC Banking Services,RBC Banking Services,Wire Out - RBC Banking Services,Wire Out - RBC Banking Services
Potential Timing Difference,0.95,BK-S000276-B1,LD-S000276-L1,ACC1001,CAD,18258.26,18258.26,2026-03-20,2026-03-22,REF000276,REF000276,REF000276,REF000276,REF000276,RBC Banking Services,RBC Banking Services,Wire In - RBC Banking Services,Wire In - RBC Banking Services
Potential Timing Difference,0.95,BK-S000277-B1,LD-S000277-L1,ACC1002,CAD,5523.53,5523.53,2026-03-23,2026-03-25,REF000277,REF000277,REF000277,REF000277,REF000277,Cedar Prime LP,Cedar Prime LP,Interest - Cedar Prime LP,Interest - Cedar Prime LP
Potential Timing Difference,0.95,BK-S000278-B1,LD-S000278-L1,ACC1002,CAD,80.22,80.22,2026-03-05,2026-03-06,REF000278,REF000278,REF000278,REF000278,REF000278,Bluewater Holdings,Bluewater Holdings,Wire Out - Bluewater Holdings,Wire Out - Bluewater Holdings
Potential Timing Difference,0.95,BK-S000279-B1,LD-S000279-L1,ACC1002,CAD,19625.53,19625.53,2026-03-14,2026-03-16,REF000279,REF000279,REF000279,REF000279,REF000279,Evergreen Custody,Evergreen Custody,Deposit - Evergreen Custody,Deposit - Evergreen Custody
Potential Timing Difference,0.95,BK-S000280-B1,LD-S000280-L1,ACC3001,CAD,17140.77,17140.77,2026-04-06,2026-04-08,REF000280,REF000280,REF000280,REF000280,REF000280,Pinebridge Vendor Services,Pinebridge Vendor Services,Fee - Pinebridge Vendor Services,Fee - Pinebridge Vendor Services
Potential Timing Difference,0.95,BK-S000281-B1,LD-S000281-L1,ACC3001,CAD,2462.98,2462.98,2026-03-27,2026-03-29,REF000281,REF000281,REF000281,REF000281,REF000281,Evergreen Custody,Evergreen Custody,Wire Out - Evergreen Custody,Wire Out - Evergreen Custody
Potential Timing Difference,0.95,BK-S000282-B1,LD-S000282-L1,ACC1001,CAD,19859.31,19859.31,2026-04-11,2026-04-13,REF000282,REF000282,REF000282,REF000282,REF000282,Pinebridge Vendor Services,Pinebridge Vendor Services,Fee - Pinebridge Vendor Services,Fee - Pinebridge Vendor Services
Potential Timing Difference,0.95,BK-S000283-B1,LD-S000283-L1,ACC2001,USD,12364.45,12364.45,2026-03-12,2026-03-13,REF000283,REF000283,REF000283,REF000283,REF000283,Lakeview Partners,Lakeview Partners,Interest - Lakeview Partners,Interest - Lakeview Partners
Potential Timing Difference,0.95,BK-S000284-B1,LD-S000284-L1,ACC1001,CAD,14374.88,14374.88,2026-03-27,2026-03-28,REF000284,REF000284,REF000284,REF000284,REF000284,Evergreen Custody,Evergreen Custody,Deposit - Evergreen Custody,Deposit - Evergreen Custody
Potential Timing Difference,0.95,BK-S000285-B1,LD-S000285-L1,ACC2001,USD,21331.2,21331.2,2026-03-06,2026-03-07,REF000285,REF000285,REF000285,REF000285,REF000285,Cedar Prime LP,Cedar Prime LP,Withdrawal - Cedar Prime LP,Withdrawal - Cedar Prime LP
Potential Timing Difference,0.95,BK-S000286-B1,LD-S000286-L1,ACC2002,USD,21966.89,21966.89,2026-04-08,2026-04-09,REF000286,REF000286,REF000286,REF000286,REF000286,Lakeview Partners,Lakeview Partners,Withdrawal - Lakeview Partners,Withdrawal - Lakeview Partners
Potential Timing Difference,0.95,BK-S000287-B1,LD-S000287-L1,ACC2001,USD,5560.57,5560.57,2026-03-01,2026-03-03,REF000287,REF000287,REF000287,REF000287,REF000287,Cedar Prime LP,Cedar Prime LP,Fee - Cedar Prime LP,Fee - Cedar Prime LP
Potential Timing Difference,0.95,BK-S000288-B1,LD-S000288-L1,ACC3001,CAD,6743.94,6743.94,2026-03-14,2026-03-16,REF000288,REF000288,REF000288,REF000288,REF000288,Pinebridge Vendor Services,Pinebridge Vendor Services,Withdrawal - Pinebridge Vendor Services,Withdrawal - Pinebridge Vendor Services
Potential Timing Difference,0.95,BK-S000289-B1,LD-S000289-L1,ACC2001,USD,22187.49,22187.49,2026-03-17,2026-03-19,REF000289,REF000289,REF000289,REF000289,REF000289,Summit Client Account,Summit Client Account,Fee - Summit Client Account,Fee - Summit Client Account
Potential Timing Difference,0.95,BK-S000290-B1,LD-S000290-L1,ACC1002,CAD,14500.59,14500.59,2026-03-21,2026-03-22,REF000290,REF000290,REF000290,REF000290,REF000290,Lakeview Partners,Lakeview Partners,Fee - Lakeview Partners,Fee - Lakeview Partners
Potential Timing Difference,0.95,BK-S000291-B1,LD-S000291-L1,ACC3001,CAD,8084.61,8084.61,2026-04-07,2026-04-08,REF000291,REF000291,REF000291,REF000291,REF000291,Lakeview Partners,Lakeview Partners,Deposit - Lakeview Partners,Deposit - Lakeview Partners
Potential Timing Difference,0.95,BK-S000292-B1,LD-S000292-L1,ACC1002,CAD,17436.32,17436.32,2026-04-05,2026-04-07,REF000292,REF000292,REF000292,REF000292,REF000292,North Ridge Treasury,North Ridge Treasury,Interest - North Ridge Treasury,Interest - North Ridge Treasury
Potential Timing Difference,0.95,BK-S000293-B1,LD-S000293-L1,ACC2001,USD,12719.59,12719.59,2026-03-09,2026-03-10,REF000293,REF000293,REF000293,REF000293,REF000293,Bluewater Holdings,Bluewater Holdings,Wire Out - Bluewater Holdings,Wire Out - Bluewater Holdings
Potential Timing Difference,0.95,BK-S000294-B1,LD-S000294-L1,ACC1001,CAD,617.63,617.63,2026-03-27,2026-03-28,REF000294,REF000294,REF000294,REF000294,REF000294,Cedar Prime LP,Cedar Prime LP,Wire In - Cedar Prime LP,Wire In - Cedar Prime LP
Potential Timing Difference,0.95,BK-S000295-B1,LD-S000295-L1,ACC3001,CAD,623.96,623.96,2026-03-24,2026-03-26,REF000295,REF000295,REF000295,REF000295,REF000295,Summit Client Account,Summit Client Account,Interest - Summit Client Account,Interest - Summit Client Account
Potential Timing Difference,0.95,BK-S000296-B1,LD-S000296-L1,ACC3001,CAD,526.48,526.48,2026-03-27,2026-03-29,REF000296,REF000296,REF000296,REF000296,REF000296,North Ridge Treasury,North Ridge Treasury,Deposit - North Ridge Treasury,Deposit - North Ridge Treasury
Potential Timing Difference,0.95,BK-S000297-B1,LD-S000297-L1,ACC2002,USD,13585.25,13585.25,2026-03-07,2026-03-09,REF000297,REF000297,REF000297,REF000297,REF000297,Lakeview Partners,Lakeview Partners,Wire Out - Lakeview Partners,Wire Out - Lakeview Partners
Potential Timing Difference,0.95,BK-S000298-B1,LD-S000298-L1,ACC2001,USD,10744.66,10744.66,2026-03-06,2026-03-07,REF000298,REF000298,REF000298,REF000298,REF000298,Lakeview Partners,Lakeview Partners,Interest - Lakeview Partners,Interest - Lakeview Partners
Potential Timing Difference,0.95,BK-S000299-B1,LD-S000299-L1,ACC1001,CAD,3244.01,3244.01,2026-04-11,2026-04-13,REF000299,REF000299,REF000299,REF000299,REF000299,RBC Banking Services,RBC Banking Services,Withdrawal - RBC Banking Services,Withdrawal - RBC Banking Services
Potential Timing Difference,0.95,BK-S000300-B1,LD-S000300-L1,ACC1001,CAD,810.8,810.8,2026-03-11,2026-03-12,REF000300,REF000300,REF000300,REF000300,REF000300,Pinebridge Vendor Services,Pinebridge Vendor Services,Withdrawal - Pinebridge Vendor Services,Withdrawal - Pinebridge Vendor Services
Potential Timing Difference,0.95,BK-S000301-B1,LD-S000301-L1,ACC1002,CAD,12412.01,12412.01,2026-04-14,2026-04-16,REF000301,REF000301,REF000301,REF000301,REF000301,Bluewater Holdings,Bluewater Holdings,Wire Out - Bluewater Holdings,Wire Out - Bluewater Holdings
Potential Timing Difference,0.95,BK-S000302-B1,LD-S000302-L1,ACC1001,CAD,236.44,236.44,2026-03-21,2026-03-23,REF000302,REF000302,REF000302,REF000302,REF000302,Evergreen Custody,Evergreen Custody,Wire Out - Evergreen Custody,Wire Out - Evergreen Custody
Potential Timing Difference,0.95,BK-S000303-B1,LD-S000303-L1,ACC1002,CAD,21386.62,21386.62,2026-03-16,2026-03-17,REF000303,REF000303,REF000303,REF000303,REF000303,Pinebridge Vendor Services,Pinebridge Vendor Services,Deposit - Pinebridge Vendor Services,Deposit - Pinebridge Vendor Services
Potential Timing Difference,0.95,BK-S000304-B1,LD-S000304-L1,ACC1001,CAD,443.38,443.38,2026-03-23,2026-03-25,REF000304,REF000304,REF000304,REF000304,REF000304,Cedar Prime LP,Cedar Prime LP,Deposit - Cedar Prime LP,Deposit - Cedar Prime LP
Potential Timing Difference,0.95,BK-S000305-B1,LD-S000305-L1,ACC1001,CAD,11813.2,11813.2,2026-03-18,2026-03-20,REF000305,REF000305,REF000305,REF000305,REF000305,Lakeview Partners,Lakeview Partners,Withdrawal - Lakeview Partners,Withdrawal - Lakeview Partners
Potential Timing Difference,0.95,BK-S000306-B1,LD-S000306-L1,ACC3001,CAD,606.75,606.75,2026-03-25,2026-03-26,REF000306,REF000306,REF000306,REF000306,REF000306,Lakeview Partners,Lakeview Partners,Withdrawal - Lakeview Partners,Withdrawal - Lakeview Partners
Potential Timing Difference,0.95,BK-S000307-B1,LD-S000307-L1,ACC1002,CAD,4702.65,4702.65,2026-04-15,2026-04-17,REF000307,REF000307,REF000307,REF000307,REF000307,RBC Banking Services,RBC Banking Services,Interest - RBC Banking Services,Interest - RBC Banking Services
Potential Timing Difference,0.95,BK-S000308-B1,LD-S000308-L1,ACC1001,CAD,7474.39,7474.39,2026-03-29,2026-03-30,REF000308,REF000308,REF000308,REF000308,REF000308,Evergreen Custody,Evergreen Custody,Fee - Evergreen Custody,Fee - Evergreen Custody
Potential Timing Difference,0.95,BK-S000309-B1,LD-S000309-L1,ACC3001,CAD,1630.29,1630.29,2026-04-02,2026-04-03,REF000309,REF000309,REF000309,REF000309,REF000309,Pinebridge Vendor Services,Pinebridge Vendor Services,Deposit - Pinebridge Vendor Services,Deposit - Pinebridge Vendor Services
Potential Timing Difference,0.95,BK-S000310-B1,LD-S000310-L1,ACC2001,USD,10307.19,10307.19,2026-03-01,2026-03-02,REF000310,REF000310,REF000310,REF000310,REF000310,Cedar Prime LP,Cedar Prime LP,Interest - Cedar Prime LP,Interest - Cedar Prime LP
Potential Timing Difference,0.95,BK-S000311-B1,LD-S000311-L1,ACC1002,CAD,7454.06,7454.06,2026-03-25,2026-03-26,REF000311,REF000311,REF000311,REF000311,REF000311,North Ridge Treasury,North Ridge Treasury,Withdrawal - North Ridge Treasury,Withdrawal - North Ridge Treasury
Potential Timing Difference,0.95,BK-S000312-B1,LD-S000312-L1,ACC2002,USD,19784.0,19784.0,2026-03-27,2026-03-28,REF000312,REF000312,REF000312,REF000312,REF000312,Pinebridge Vendor Services,Pinebridge Vendor Services,Fee - Pinebridge Vendor Services,Fee - Pinebridge Vendor Services
Potential Timing Difference,0.95,BK-S000313-B1,LD-S000313-L1,ACC2002,USD,3567.34,3567.34,2026-04-09,2026-04-11,REF000313,REF000313,REF000313,REF000313,REF000313,North Ridge Treasury,North Ridge Treasury,Deposit - North Ridge Treasury,Deposit - North Ridge Treasury
Potential Timing Difference,0.95,BK-S000314-B1,LD-S000314-L1,ACC2002,USD,20571.41,20571.41,2026-03-29,2026-03-31,REF000314,REF000314,REF000314,REF000314,REF000314,Evergreen Custody,Evergreen Custody,Fee - Evergreen Custody,Fee - Evergreen Custody
Potential Timing Difference,0.95,BK-S000315-B1,LD-S000315-L1,ACC1002,CAD,10557.75,10557.75,2026-03-21,2026-03-23,REF000315,REF000315,REF000315,REF000315,REF000315,Pinebridge Vendor Services,Pinebridge Vendor Services,Interest - Pinebridge Vendor Services,Interest - Pinebridge Vendor Services
Potential Timing Difference,0.95,BK-S000316-B1,LD-S000316-L1,ACC2001,USD,10430.44,10430.44,2026-03-18,2026-03-19,REF000316,REF000316,REF000316,REF000316,REF000316,Cedar Prime LP,Cedar Prime LP,Interest - Cedar Prime LP,Interest - Cedar Prime LP
Potential Timing Difference,0.95,BK-S000317-B1,LD-S000317-L1,ACC1002,CAD,704.49,704.49,2026-04-05,2026-04-07,REF000317,REF000317,REF000317,REF000317,REF000317,Lakeview Partners,Lakeview Partners,Withdrawal - Lakeview Partners,Withdrawal - Lakeview Partners
Potential Timing Difference,0.95,BK-S000318-B1,LD-S000318-L1,ACC1001,CAD,16200.06,16200.06,2026-04-13,2026-04-14,REF000318,REF000318,REF000318,REF000318,REF000318,Lakeview Partners,Lakeview Partners,Interest - Lakeview Partners,Interest - Lakeview Partners
Potential Timing Difference,0.95,BK-S000319-B1,LD-S000319-L1,ACC2002,USD,12501.63,12501.63,2026-03-29,2026-03-31,REF000319,REF000319,REF000319,REF000319,REF000319,RBC Banking Services,RBC Banking Services,Wire In - RBC Banking Services,Wire In - RBC Banking Services
Potential Timing Difference,0.95,BK-S000320-B1,LD-S000320-L1,ACC2001,USD,22945.63,22945.63,2026-04-04,2026-04-06,REF000320,REF000320,REF000320,REF000320,REF000320,Cedar Prime LP,Cedar Prime LP,Withdrawal - Cedar Prime LP,Withdrawal - Cedar Prime LP
Potential Timing Difference,0.95,BK-S000321-B1,LD-S000321-L1,ACC3001,CAD,17259.33,17259.33,2026-04-06,2026-04-08,REF000321,REF000321,REF000321,REF000321,REF000321,RBC Banking Services,RBC Banking Services,Wire In - RBC Banking Services,Wire In - RBC Banking Services
Potential Timing Difference,0.95,BK-S000322-B1,LD-S000322-L1,ACC1001,CAD,13451.15,13451.15,2026-03-15,2026-03-17,REF000322,REF000322,REF000322,REF000322,REF000322,Lakeview Partners,Lakeview Partners,Fee - Lakeview Partners,Fee - Lakeview Partners
Potential Timing Difference,0.95,BK-S000323-B1,LD-S000323-L1,ACC3001,CAD,24944.87,24944.87,2026-04-02,2026-04-04,REF000323,REF000323,REF000323,REF000323,REF000323,Summit Client Account,Summit Client Account,Withdrawal - Summit Client Account,Withdrawal - Summit Client Account
Potential Timing Difference,0.95,BK-S000324-B1,LD-S000324-L1,ACC1001,CAD,9233.6,9233.6,2026-03-10,2026-03-12,REF000324,REF000324,REF000324,REF000324,REF000324,Lakeview Partners,Lakeview Partners,Withdrawal - Lakeview Partners,Withdrawal - Lakeview Partners
Potential Timing Difference,0.95,BK-S000325-B1,LD-S000325-L1,ACC1001,CAD,2612.18,2612.18,2026-04-14,2026-04-15,REF000325,REF000325,REF000325,REF000325,REF000325,Bluewater Holdings,Bluewater Holdings,Interest - Bluewater Holdings,Interest - Bluewater Holdings
Potential Timing Difference,0.95,BK-S000326-B1,LD-S000326-L1,ACC1001,CAD,18771.75,18771.75,2026-03-11,2026-03-12,REF000326,REF000326,REF000326,REF000326,REF000326,Evergreen Custody,Evergreen Custody,Withdrawal - Evergreen Custody,Withdrawal - Evergreen Custody
Potential Timing Difference,0.95,BK-S000327-B1,LD-S000327-L1,ACC2002,USD,16114.25,16114.25,2026-03-15,2026-03-17,REF000327,REF000327,REF000327,REF000327,REF000327,Evergreen Custody,Evergreen Custody,Interest - Evergreen Custody,Interest - Evergreen Custody
Potential Timing Difference,0.95,BK-S000328-B1,LD-S000328-L1,ACC3001,CAD,10332.06,10332.06,2026-03-29,2026-03-31,REF000328,REF000328,REF000328,REF000328,REF000328,Lakeview Partners,Lakeview Partners,Wire Out - Lakeview Partners,Wire Out - Lakeview Partners
Potential Timing Difference,0.95,BK-S000329-B1,LD-S000329-L1,ACC1001,CAD,13885.34,13885.34,2026-03-07,2026-03-08,REF000329,REF000329,REF000329,REF000329,REF000329,Pinebridge Vendor Services,Pinebridge Vendor Services,Deposit - Pinebridge Vendor Services,Deposit - Pinebridge Vendor Services
Potential Timing Difference,0.95,BK-S000330-B1,LD-S000330-L1,ACC2001,USD,16338.61,16338.61,2026-04-01,2026-04-03,REF000330,REF000330,REF000330,REF000330,REF000330,RBC Banking Services,RBC Banking Services,Withdrawal - RBC Banking Services,Withdrawal - RBC Banking Services
Normalized Reference Match,0.92,BK-S000501-B1,LD-S000501-L1,ACC1002,CAD,5267.5,5267.5,2026-04-11,2026-04-11,REF000501,REF000501,REF 000501,REF000501,REF000501,Pinebridge Vendor Services,Pinebridge Vendor Services,Withdrawal - Pinebridge Vendor Services,Withdrawal - Pinebridge Vendor Services
Normalized Reference Match,0.92,BK-S000503-B1,LD-S000503-L1,ACC1001,CAD,180.79,180.79,2026-03-07,2026-03-07,REF000503,REF000503,ref000503,REF000503,REF000503,Bluewater Holdings,Bluewater Holdings,Deposit - Bluewater Holdings,Deposit - Bluewater Holdings
Normalized Reference Match,0.92,BK-S000507-B1,LD-S000507-L1,ACC2001,USD,276.21,276.21,2026-03-04,2026-03-04,REF000507,REF000507,ref000507,REF000507,REF000507,Summit Client Account,Summit Client Account,Deposit - Summit Client Account,Deposit - Summit Client Account
Normalized Reference Match,0.92,BK-S000509-B1,LD-S000509-L1,ACC1001,CAD,3864.49,3864.49,2026-03-12,2026-03-12,REF000509,REF000509,ref000509,REF000509,REF000509,Bluewater Holdings,Bluewater Holdings,Wire Out - Bluewater Holdings,Wire Out - Bluewater Holdings
Normalized Reference Match,0.92,BK-S000510-B1,LD-S000510-L1,ACC1002,CAD,1135.48,1135.48,2026-04-07,2026-04-07,REF000510,REF000510,REF-000510,REF000510,REF000510,Summit Client Account,Summit Client Account,Wire Out - Summit Client Account,Wire Out - Summit Client Account
Normalized Reference Match,0.92,BK-S000512-B1,LD-S000512-L1,ACC1001,CAD,23967.71,23967.71,2026-03-21,2026-03-21,REF000512,REF000512,REF-000512,REF000512,REF000512,Cedar Prime LP,Cedar Prime LP,Withdrawal - Cedar Prime LP,Withdrawal - Cedar Prime LP
Normalized Reference Match,0.92,BK-S000513-B1,LD-S000513-L1,ACC3001,CAD,22201.52,22201.52,2026-03-06,2026-03-06,REF000513,REF000513,ref000513,REF000513,REF000513,Pinebridge Vendor Services,Pinebridge Vendor Services,Interest - Pinebridge Vendor Services,Interest - Pinebridge Vendor Services
Normalized Reference Match,0.92,BK-S000514-B1,LD-S000514-L1,ACC3001,CAD,20768.52,20768.52,2026-03-31,2026-03-31,REF000514,REF000514,ref000514,REF000514,REF000514,Bluewater Holdings,Bluewater Holdings,Deposit - Bluewater Holdings,Deposit - Bluewater Holdings
Normalized Reference Match,0.92,BK-S000515-B1,LD-S000515-L1,ACC3001,CAD,17381.23,17381.23,2026-03-16,2026-03-16,REF000515,REF000515,REF 000515,REF000515,REF000515,Pinebridge Vendor Services,Pinebridge Vendor Services,Deposit - Pinebridge Vendor Services,Deposit - Pinebridge Vendor Services
Normalized Reference Match,0.92,BK-S000518-B1,LD-S000518-L1,ACC1001,CAD,6116.2,6116.2,2026-04-12,2026-04-12,REF000518,REF000518,REF-000518,REF000518,REF000518,RBC Banking Services,RBC Banking Services,Wire Out - RBC Banking Services,Wire Out - RBC Banking Services
Normalized Reference Match,0.92,BK-S000519-B1,LD-S000519-L1,ACC2002,USD,4690.11,4690.11,2026-03-05,2026-03-05,REF000519,REF000519,ref000519,REF000519,REF000519,Summit Client Account,Summit Client Account,Withdrawal - Summit Client Account,Withdrawal - Summit Client Account
Normalized Reference Match,0.92,BK-S000522-B1,LD-S000522-L1,ACC3001,CAD,9584.8,9584.8,2026-04-14,2026-04-14,REF000522,REF000522,ref000522,REF000522,REF000522,Cedar Prime LP,Cedar Prime LP,Wire In - Cedar Prime LP,Wire In - Cedar Prime LP
Normalized Reference Match,0.92,BK-S000525-B1,LD-S000525-L1,ACC1002,CAD,586.99,586.99,2026-03-03,2026-03-03,REF000525,REF000525,REF-000525,REF000525,REF000525,Cedar Prime LP,Cedar Prime LP,Wire In - Cedar Prime LP,Wire In - Cedar Prime LP
Normalized Reference Match,0.92,BK-S000526-B1,LD-S000526-L1,ACC2001,USD,21435.01,21435.01,2026-03-27,2026-03-27,REF000526,REF000526,REF-000526,REF000526,REF000526,Evergreen Custody,Evergreen Custody,Wire Out - Evergreen Custody,Wire Out - Evergreen Custody
Normalized Reference Match,0.92,BK-S000528-B1,LD-S000528-L1,ACC1001,CAD,138.38,138.38,2026-04-12,2026-04-12,REF000528,REF000528,ref000528,REF000528,REF000528,Summit Client Account,Summit Client Account,Fee - Summit Client Account,Fee - Summit Client Account
Normalized Reference Match,0.92,BK-S000530-B1,LD-S000530-L1,ACC2001,USD,14604.69,14604.69,2026-04-07,2026-04-07,REF000530,REF000530,REF-000530,REF000530,REF000530,Pinebridge Vendor Services,Pinebridge Vendor Services,Withdrawal - Pinebridge Vendor Services,Withdrawal - Pinebridge Vendor Services
